No.,Acronym,Mean,Median,Maximum,Minimum,Standard deviation,Skewness,Kurtosis
1,RVD,15.14512597961398,12.744129328655799,96.94239412521847,3.604028428725688,8.917809206089405,2.9276599982260048,15.131993732618442
2,RVW,15.1415169300772,12.803502962013722,85.96808920068224,5.795332112316283,7.930785482019229,2.867043195672416,15.152402311616196
3,RVM,15.11168942663378,12.912717256087028,60.78285565639164,7.046502190655691,6.836577783532196,2.368474044300955,9.781303523895355
5,EA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,VIX,18.44622791782285,16.489999771118164,82.69000244140625,9.140000343322754,7.519527108830311,2.5406092154734363,12.28784457826985
8,US3M,0.0017917772687503872,0.0,0.24500000476837158,-0.24299997091293335,0.030843508311988517,0.8126026396455389,17.04185098609709
9,HSI,0.00019025237248809215,5.6046136164149805e-05,0.009760047307236246,4.2489560875489134e-13,0.0004578184800970424,9.40494189227653,141.89956710019374
10,M1W,0.0023990315537609666,0.003597298483271061,7.349323875734459,-9.685176992244937,1.5348801278124649,-0.002373640240469684,2.517826565596155
11,$VOL,-0.14106577863546807,-2.1493991938257295,125.89330008418251,-83.7498368889598,26.089335469708082,0.4295321886779579,1.164298217129479
